,user_id,vehicle_model,battery_capacity_kWh,charging_station_id,charging_station_location,charging_start,charging_end,charging_duration_hours,charging_cost_usd,time_of_day,day_of_week,vehicle_age_years,charger_type,user_type,vehicle_brand,ev_type,logo,state_id,state_name,lat,lng,type_of_current,voltage,connector_type,connector_image
687,801,Chevy Bolt,58.3698,347,San Francisco,2024-02-03 08:00:00,2024-02-03 08:52:00,0.938437,24.9145,Evening,Sunday,3,Level 1,Casual Driver,CHEVROLET,Battery Electric Vehicle (BEV),https://w7.pngwing.com/pngs/75/157/png-transparent-chevrolet-silverado-general-motors-car-logo-chevrolet-angle-emblem-logo-thumbnail.png,CA,California,37.7562,-122.443,AC,120V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
688,802,Chevy Bolt,85.0,344,Chicago,2024-02-03 09:00:00,2024-02-03 09:52:00,1.41878,28.2428,Morning,Monday,2,DC Fast Charger,Commuter,CHEVROLET,Battery Electric Vehicle (BEV),https://w7.pngwing.com/pngs/75/157/png-transparent-chevrolet-silverado-general-motors-car-logo-chevrolet-angle-emblem-logo-thumbnail.png,IL,Illinois,41.8373,-87.6862,DC,480V,CCS1,https://www.power-sonic.com/blog/ev-charging-connector-types/
689,803,BMW i3,50.0,419,Los Angeles,2024-02-03 10:00:00,2024-02-03 12:53:00,2.34271,12.7766,Morning,Friday,3,Level 2,Commuter,BMW,Plug-in Hybrid Electric Vehicle (PHEV),https://e7.pngegg.com/pngimages/996/945/png-clipart-bmw-car-logo-bmw-logo-trademark-logo-thumbnail.png,CA,California,34.1139,-118.407,AC,240V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
690,804,Hyundai Kona,62.0,174,San Francisco,2024-02-03 11:00:00,2024-02-03 11:38:00,2.58854,29.6354,Afternoon,Monday,1,Level 1,Commuter,HYUNDAI,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/78/359/png-clipart-hyundai-motor-company-car-hyundai-i30-hyundai-tucson-car-logo-emblem-trademark-thumbnail.png,CA,California,37.7562,-122.443,AC,120V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
691,805,Nissan Leaf,75.0,170,Houston,2024-02-03 12:00:00,2024-02-03 12:42:00,1.55694,8.64002,Night,Thursday,1,Level 1,Long-Distance Traveler,NISSAN,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/727/223/png-clipart-nissan-navara-car-nissan-quest-nissan-juke-nissan-text-trademark-thumbnail.png,TX,Texas,29.7863,-95.3889,AC,120V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
692,806,Nissan Leaf,62.0,246,Chicago,2024-02-03 13:00:00,2024-02-03 16:05:00,1.45564,37.7106,Evening,Friday,2,Level 1,Commuter,NISSAN,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/727/223/png-clipart-nissan-navara-car-nissan-quest-nissan-juke-nissan-text-trademark-thumbnail.png,IL,Illinois,41.8373,-87.6862,AC,120V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
693,807,Chevy Bolt,62.0,423,San Francisco,2024-02-03 14:00:00,2024-02-03 17:04:00,1.98454,15.1352,Evening,Monday,5,Level 1,Commuter,CHEVROLET,Battery Electric Vehicle (BEV),https://w7.pngwing.com/pngs/75/157/png-transparent-chevrolet-silverado-general-motors-car-logo-chevrolet-angle-emblem-logo-thumbnail.png,CA,California,37.7562,-122.443,AC,120V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
694,808,Chevy Bolt,75.0,90,San Francisco,2024-02-03 15:00:00,2024-02-03 16:20:00,3.36113,36.5119,Morning,Saturday,0,Level 1,Commuter,CHEVROLET,Battery Electric Vehicle (BEV),https://w7.pngwing.com/pngs/75/157/png-transparent-chevrolet-silverado-general-motors-car-logo-chevrolet-angle-emblem-logo-thumbnail.png,CA,California,37.7562,-122.443,AC,120V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
695,809,Tesla Model 3,75.0,49,San Francisco,2024-02-03 16:00:00,2024-02-03 17:33:00,3.82795,13.921,Evening,Wednesday,3,Level 2,Casual Driver,TESLA,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/354/373/png-clipart-tesla-tesla-thumbnail.png,CA,California,37.7562,-122.443,AC,240V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
696,810,Hyundai Kona,62.0,446,New York,2024-02-03 17:00:00,2024-02-03 18:21:00,2.7346,26.1531,Morning,Tuesday,2,Level 2,Casual Driver,HYUNDAI,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/78/359/png-clipart-hyundai-motor-company-car-hyundai-i30-hyundai-tucson-car-logo-emblem-trademark-thumbnail.png,NY,New York,40.6943,-73.9249,AC,240V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
697,811,BMW i3,85.0,294,Chicago,2024-02-03 18:00:00,2024-02-03 21:58:00,0.706537,37.1304,Evening,Saturday,0,Level 1,Long-Distance Traveler,BMW,Plug-in Hybrid Electric Vehicle (PHEV),https://e7.pngegg.com/pngimages/996/945/png-clipart-bmw-car-logo-bmw-logo-trademark-logo-thumbnail.png,IL,Illinois,41.8373,-87.6862,AC,120V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
698,812,Nissan Leaf,62.0,407,San Francisco,2024-02-03 19:00:00,2024-02-03 20:07:00,1.22884,17.7742,Night,Friday,0,Level 2,Casual Driver,NISSAN,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/727/223/png-clipart-nissan-navara-car-nissan-quest-nissan-juke-nissan-text-trademark-thumbnail.png,CA,California,37.7562,-122.443,AC,240V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
699,813,Tesla Model 3,62.0,150,Chicago,2024-02-03 20:00:00,2024-02-03 22:09:00,2.30933,29.4512,Evening,Sunday,5,DC Fast Charger,Casual Driver,TESLA,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/354/373/png-clipart-tesla-tesla-thumbnail.png,IL,Illinois,41.8373,-87.6862,DC,480V,CCS1,https://www.power-sonic.com/blog/ev-charging-connector-types/
700,814,Tesla Model 3,50.0,132,San Francisco,2024-02-03 21:00:00,2024-02-04 00:42:00,2.01006,16.9451,Morning,Wednesday,5,Level 2,Long-Distance Traveler,TESLA,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/354/373/png-clipart-tesla-tesla-thumbnail.png,CA,California,37.7562,-122.443,AC,240V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
701,815,Nissan Leaf,75.0,433,Houston,2024-02-03 22:00:00,2024-02-04 00:55:00,3.44149,38.5271,Morning,Sunday,2,DC Fast Charger,Casual Driver,NISSAN,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/727/223/png-clipart-nissan-navara-car-nissan-quest-nissan-juke-nissan-text-trademark-thumbnail.png,TX,Texas,29.7863,-95.3889,DC,480V,CCS1,https://www.power-sonic.com/blog/ev-charging-connector-types/
702,817,Tesla Model 3,100.0,457,Houston,2024-02-04 00:00:00,2024-02-04 01:20:00,3.40854,14.665,Evening,Saturday,2,DC Fast Charger,Commuter,TESLA,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/354/373/png-clipart-tesla-tesla-thumbnail.png,TX,Texas,29.7863,-95.3889,DC,480V,CCS1,https://www.power-sonic.com/blog/ev-charging-connector-types/
703,818,Tesla Model 3,85.0,324,Los Angeles,2024-02-04 01:00:00,2024-02-04 03:46:00,3.37778,38.4475,Morning,Thursday,0,DC Fast Charger,Commuter,TESLA,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/354/373/png-clipart-tesla-tesla-thumbnail.png,CA,California,34.1139,-118.407,DC,480V,CCS1,https://www.power-sonic.com/blog/ev-charging-connector-types/
704,819,Hyundai Kona,100.0,199,San Francisco,2024-02-04 02:00:00,2024-02-04 04:50:00,1.20261,23.7013,Afternoon,Thursday,4,Level 1,Casual Driver,HYUNDAI,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/78/359/png-clipart-hyundai-motor-company-car-hyundai-i30-hyundai-tucson-car-logo-emblem-trademark-thumbnail.png,CA,California,37.7562,-122.443,AC,120V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
705,820,BMW i3,85.0,215,Los Angeles,2024-02-04 03:00:00,2024-02-04 06:17:00,1.06103,25.7994,Afternoon,Wednesday,4,Level 2,Long-Distance Traveler,BMW,Plug-in Hybrid Electric Vehicle (PHEV),https://e7.pngegg.com/pngimages/996/945/png-clipart-bmw-car-logo-bmw-logo-trademark-logo-thumbnail.png,CA,California,34.1139,-118.407,AC,240V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
706,821,Tesla Model 3,47.5958,386,Chicago,2024-02-04 04:00:00,2024-02-04 05:24:00,2.2833,9.74999,Evening,Thursday,1,Level 1,Casual Driver,TESLA,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/354/373/png-clipart-tesla-tesla-thumbnail.png,IL,Illinois,41.8373,-87.6862,AC,120V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
707,822,BMW i3,100.0,49,Los Angeles,2024-02-04 05:00:00,2024-02-04 07:18:00,3.13554,5.04321,Night,Tuesday,0,DC Fast Charger,Long-Distance Traveler,BMW,Plug-in Hybrid Electric Vehicle (PHEV),https://e7.pngegg.com/pngimages/996/945/png-clipart-bmw-car-logo-bmw-logo-trademark-logo-thumbnail.png,CA,California,34.1139,-118.407,DC,480V,CCS1,https://www.power-sonic.com/blog/ev-charging-connector-types/
708,823,Nissan Leaf,100.0,472,Chicago,2024-02-04 06:00:00,2024-02-04 09:56:00,1.38857,21.1492,Evening,Sunday,4,Level 2,Commuter,NISSAN,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/727/223/png-clipart-nissan-navara-car-nissan-quest-nissan-juke-nissan-text-trademark-thumbnail.png,IL,Illinois,41.8373,-87.6862,AC,240V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
709,824,Chevy Bolt,50.0,232,Chicago,2024-02-04 07:00:00,2024-02-04 10:20:00,0.530419,38.2649,Night,Wednesday,0,Level 2,Long-Distance Traveler,CHEVROLET,Battery Electric Vehicle (BEV),https://w7.pngwing.com/pngs/75/157/png-transparent-chevrolet-silverado-general-motors-car-logo-chevrolet-angle-emblem-logo-thumbnail.png,IL,Illinois,41.8373,-87.6862,AC,240V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
710,826,Hyundai Kona,62.0,382,Los Angeles,2024-02-04 09:00:00,2024-02-04 11:19:00,2.34632,25.0859,Morning,Thursday,3,Level 2,Casual Driver,HYUNDAI,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/78/359/png-clipart-hyundai-motor-company-car-hyundai-i30-hyundai-tucson-car-logo-emblem-trademark-thumbnail.png,CA,California,34.1139,-118.407,AC,240V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
711,827,Nissan Leaf,100.0,479,San Francisco,2024-02-04 10:00:00,2024-02-04 13:45:00,3.67536,19.0612,Evening,Wednesday,5,Level 2,Casual Driver,NISSAN,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/727/223/png-clipart-nissan-navara-car-nissan-quest-nissan-juke-nissan-text-trademark-thumbnail.png,CA,California,37.7562,-122.443,AC,240V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
712,828,BMW i3,85.0,239,Los Angeles,2024-02-04 11:00:00,2024-02-04 14:10:00,1.94534,9.41022,Night,Monday,3,Level 2,Long-Distance Traveler,BMW,Plug-in Hybrid Electric Vehicle (PHEV),https://e7.pngegg.com/pngimages/996/945/png-clipart-bmw-car-logo-bmw-logo-trademark-logo-thumbnail.png,CA,California,34.1139,-118.407,AC,240V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
713,829,Nissan Leaf,75.0,415,San Francisco,2024-02-04 12:00:00,2024-02-04 15:01:00,2.82761,34.5612,Night,Friday,5,DC Fast Charger,Casual Driver,NISSAN,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/727/223/png-clipart-nissan-navara-car-nissan-quest-nissan-juke-nissan-text-trademark-thumbnail.png,CA,California,37.7562,-122.443,DC,480V,CCS1,https://www.power-sonic.com/blog/ev-charging-connector-types/
714,830,Tesla Model 3,100.0,367,San Francisco,2024-02-04 13:00:00,2024-02-04 16:13:00,0.918672,8.51503,Evening,Saturday,5,Level 1,Long-Distance Traveler,TESLA,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/354/373/png-clipart-tesla-tesla-thumbnail.png,CA,California,37.7562,-122.443,AC,120V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
715,831,BMW i3,100.0,168,Chicago,2024-02-04 14:00:00,2024-02-04 16:37:00,2.04046,32.218,Evening,Friday,1,DC Fast Charger,Casual Driver,BMW,Plug-in Hybrid Electric Vehicle (PHEV),https://e7.pngegg.com/pngimages/996/945/png-clipart-bmw-car-logo-bmw-logo-trademark-logo-thumbnail.png,IL,Illinois,41.8373,-87.6862,DC,480V,CCS1,https://www.power-sonic.com/blog/ev-charging-connector-types/
716,832,Chevy Bolt,75.0,48,Los Angeles,2024-02-04 15:00:00,2024-02-04 17:14:00,3.03484,39.1307,Afternoon,Sunday,1,Level 1,Casual Driver,CHEVROLET,Battery Electric Vehicle (BEV),https://w7.pngwing.com/pngs/75/157/png-transparent-chevrolet-silverado-general-motors-car-logo-chevrolet-angle-emblem-logo-thumbnail.png,CA,California,34.1139,-118.407,AC,120V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
717,833,Nissan Leaf,12.0333,51,San Francisco,2024-02-04 16:00:00,2024-02-04 16:39:00,0.668854,17.6823,Evening,Saturday,0,DC Fast Charger,Casual Driver,NISSAN,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/727/223/png-clipart-nissan-navara-car-nissan-quest-nissan-juke-nissan-text-trademark-thumbnail.png,CA,California,37.7562,-122.443,DC,480V,CCS1,https://www.power-sonic.com/blog/ev-charging-connector-types/
718,835,Hyundai Kona,62.0,98,San Francisco,2024-02-04 18:00:00,2024-02-04 20:57:00,2.32345,22.3321,Morning,Tuesday,1,DC Fast Charger,Long-Distance Traveler,HYUNDAI,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/78/359/png-clipart-hyundai-motor-company-car-hyundai-i30-hyundai-tucson-car-logo-emblem-trademark-thumbnail.png,CA,California,37.7562,-122.443,DC,480V,CCS1,https://www.power-sonic.com/blog/ev-charging-connector-types/
719,836,BMW i3,140.762,439,Houston,2024-02-04 19:00:00,2024-02-04 21:18:00,2.07831,17.1111,Night,Tuesday,6,DC Fast Charger,Long-Distance Traveler,BMW,Plug-in Hybrid Electric Vehicle (PHEV),https://e7.pngegg.com/pngimages/996/945/png-clipart-bmw-car-logo-bmw-logo-trademark-logo-thumbnail.png,TX,Texas,29.7863,-95.3889,DC,480V,CCS1,https://www.power-sonic.com/blog/ev-charging-connector-types/
720,837,Nissan Leaf,100.0,216,Los Angeles,2024-02-04 20:00:00,2024-02-04 22:17:00,4.1465,28.5591,Afternoon,Thursday,5,Level 1,Casual Driver,NISSAN,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/727/223/png-clipart-nissan-navara-car-nissan-quest-nissan-juke-nissan-text-trademark-thumbnail.png,CA,California,34.1139,-118.407,AC,120V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
721,838,Nissan Leaf,50.0,177,Los Angeles,2024-02-04 21:00:00,2024-02-05 00:52:00,2.33902,9.83544,Morning,Sunday,7,Level 2,Commuter,NISSAN,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/727/223/png-clipart-nissan-navara-car-nissan-quest-nissan-juke-nissan-text-trademark-thumbnail.png,CA,California,34.1139,-118.407,AC,240V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
722,839,Chevy Bolt,75.0,380,Los Angeles,2024-02-04 22:00:00,2024-02-05 00:49:00,2.33642,18.2661,Evening,Thursday,1,Level 1,Long-Distance Traveler,CHEVROLET,Battery Electric Vehicle (BEV),https://w7.pngwing.com/pngs/75/157/png-transparent-chevrolet-silverado-general-motors-car-logo-chevrolet-angle-emblem-logo-thumbnail.png,CA,California,34.1139,-118.407,AC,120V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
723,840,Chevy Bolt,75.0,474,San Francisco,2024-02-04 23:00:00,2024-02-05 02:39:00,1.82693,28.4086,Night,Wednesday,4,Level 2,Commuter,CHEVROLET,Battery Electric Vehicle (BEV),https://w7.pngwing.com/pngs/75/157/png-transparent-chevrolet-silverado-general-motors-car-logo-chevrolet-angle-emblem-logo-thumbnail.png,CA,California,37.7562,-122.443,AC,240V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
724,842,Hyundai Kona,100.0,185,San Francisco,2024-02-05 01:00:00,2024-02-05 03:03:00,2.69127,10.6751,Evening,Friday,2,Level 1,Long-Distance Traveler,HYUNDAI,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/78/359/png-clipart-hyundai-motor-company-car-hyundai-i30-hyundai-tucson-car-logo-emblem-trademark-thumbnail.png,CA,California,37.7562,-122.443,AC,120V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
725,843,Tesla Model 3,100.0,367,San Francisco,2024-02-05 02:00:00,2024-02-05 03:32:00,3.07249,38.6669,Evening,Thursday,6,Level 1,Commuter,TESLA,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/354/373/png-clipart-tesla-tesla-thumbnail.png,CA,California,37.7562,-122.443,AC,120V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
726,844,Tesla Model 3,50.0,461,Chicago,2024-02-05 03:00:00,2024-02-05 04:53:00,0.584135,9.07823,Evening,Sunday,7,Level 1,Commuter,TESLA,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/354/373/png-clipart-tesla-tesla-thumbnail.png,IL,Illinois,41.8373,-87.6862,AC,120V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
727,846,Hyundai Kona,75.0,27,San Francisco,2024-02-05 05:00:00,2024-02-05 05:41:00,1.6792,9.09698,Morning,Friday,4,Level 1,Commuter,HYUNDAI,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/78/359/png-clipart-hyundai-motor-company-car-hyundai-i30-hyundai-tucson-car-logo-emblem-trademark-thumbnail.png,CA,California,37.7562,-122.443,AC,120V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
728,847,BMW i3,75.0,452,Houston,2024-02-05 06:00:00,2024-02-05 08:58:00,3.71028,8.42113,Evening,Saturday,1,Level 1,Long-Distance Traveler,BMW,Plug-in Hybrid Electric Vehicle (PHEV),https://e7.pngegg.com/pngimages/996/945/png-clipart-bmw-car-logo-bmw-logo-trademark-logo-thumbnail.png,TX,Texas,29.7863,-95.3889,AC,120V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
729,848,Chevy Bolt,50.0,464,Chicago,2024-02-05 07:00:00,2024-02-05 07:54:00,3.82079,14.3134,Evening,Friday,7,Level 2,Commuter,CHEVROLET,Battery Electric Vehicle (BEV),https://w7.pngwing.com/pngs/75/157/png-transparent-chevrolet-silverado-general-motors-car-logo-chevrolet-angle-emblem-logo-thumbnail.png,IL,Illinois,41.8373,-87.6862,AC,240V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
730,849,Tesla Model 3,62.0,448,San Francisco,2024-02-05 08:00:00,2024-02-05 08:40:00,5.94557,37.4478,Afternoon,Sunday,2,DC Fast Charger,Commuter,TESLA,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/354/373/png-clipart-tesla-tesla-thumbnail.png,CA,California,37.7562,-122.443,DC,480V,CCS1,https://www.power-sonic.com/blog/ev-charging-connector-types/
731,851,Chevy Bolt,62.0,492,Houston,2024-02-05 10:00:00,2024-02-05 13:50:00,2.96015,22.2248,Night,Saturday,0,Level 1,Commuter,CHEVROLET,Battery Electric Vehicle (BEV),https://w7.pngwing.com/pngs/75/157/png-transparent-chevrolet-silverado-general-motors-car-logo-chevrolet-angle-emblem-logo-thumbnail.png,TX,Texas,29.7863,-95.3889,AC,120V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
732,852,Hyundai Kona,96.6087,414,Los Angeles,2024-02-05 11:00:00,2024-02-05 13:35:00,3.00317,38.133,Evening,Friday,0,Level 1,Casual Driver,HYUNDAI,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/78/359/png-clipart-hyundai-motor-company-car-hyundai-i30-hyundai-tucson-car-logo-emblem-trademark-thumbnail.png,CA,California,34.1139,-118.407,AC,120V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
733,854,Nissan Leaf,85.0,195,San Francisco,2024-02-05 13:00:00,2024-02-05 16:39:00,2.27274,11.3461,Evening,Wednesday,3,DC Fast Charger,Long-Distance Traveler,NISSAN,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/727/223/png-clipart-nissan-navara-car-nissan-quest-nissan-juke-nissan-text-trademark-thumbnail.png,CA,California,37.7562,-122.443,DC,480V,CCS1,https://www.power-sonic.com/blog/ev-charging-connector-types/
734,855,BMW i3,62.0,214,Houston,2024-02-05 14:00:00,2024-02-05 15:58:00,3.91158,21.3795,Night,Tuesday,5,Level 1,Long-Distance Traveler,BMW,Plug-in Hybrid Electric Vehicle (PHEV),https://e7.pngegg.com/pngimages/996/945/png-clipart-bmw-car-logo-bmw-logo-trademark-logo-thumbnail.png,TX,Texas,29.7863,-95.3889,AC,120V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
735,856,BMW i3,100.0,369,Chicago,2024-02-05 15:00:00,2024-02-05 17:08:00,1.27971,8.0483,Night,Wednesday,1,Level 1,Casual Driver,BMW,Plug-in Hybrid Electric Vehicle (PHEV),https://e7.pngegg.com/pngimages/996/945/png-clipart-bmw-car-logo-bmw-logo-trademark-logo-thumbnail.png,IL,Illinois,41.8373,-87.6862,AC,120V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
736,857,Chevy Bolt,62.0,342,Chicago,2024-02-05 16:00:00,2024-02-05 18:25:00,5.21161,38.0007,Evening,Thursday,2,Level 1,Commuter,CHEVROLET,Battery Electric Vehicle (BEV),https://w7.pngwing.com/pngs/75/157/png-transparent-chevrolet-silverado-general-motors-car-logo-chevrolet-angle-emblem-logo-thumbnail.png,IL,Illinois,41.8373,-87.6862,AC,120V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
737,858,BMW i3,73.85,114,Chicago,2024-02-05 17:00:00,2024-02-05 19:05:00,1.68337,38.6453,Evening,Saturday,7,Level 2,Long-Distance Traveler,BMW,Plug-in Hybrid Electric Vehicle (PHEV),https://e7.pngegg.com/pngimages/996/945/png-clipart-bmw-car-logo-bmw-logo-trademark-logo-thumbnail.png,IL,Illinois,41.8373,-87.6862,AC,240V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
